1809,"['1808', '19320', '2007/5/15', '2007/6/11', '男', '6', '广州', '广东', 'CN', '36.0', '2014/3/31', '46', '49665', '0', '1996', '27398.0', '24736.0', '64070', '55162.11', '2014/3/26', '5.75', '6208.125', '1', '6', '16.08888889', '112', '0', '0', '3', '0.860966287', '23', '23', '27424', '22241', '1996', '0', '1996', '1996', '51661', '24237', '0.5', '0.5', '0.552168485', '0.44781138', '3']"
1839,"['1838', '35476', '2005/12/6', '2006/3/26', '男', '6', '通化', '吉林', 'CN', '55.0', '2014/3/31', '55', '47489', '0', '2605', '24350.0', '21816.0', '69597', '54707.36', '2014/3/14', '6.875', '5936.125', '18', '18', '12.87037037', '67', '0', '0', '0', '0.786059169', '27', '28', '23147', '24342', '2605', '0', '2605', '2605', '50094', '26947', '0.509090909', '0.490909091', '0.487407875', '0.512571068', '1']"
1847,"['1846', '10298', '2009/5/30', '2009/6/2', '男', '5', '乌鲁木齐', '新疆', 'CN', '39.0', '2014/3/31', '62', '47278', '0', '3937', '19619.0', '13023.0', '72933', '54596.61', '2014/3/28', '7.75', '5909.75', '6', '4', '11.81967213', '98', '0', '2229', '4', '0.748585825', '33', '29', '29872', '17406', '3937', '2229', '6166', '6166', '53444', '23572', '0.467741935', '0.532258065', '0.631823854', '0.368154995', '9']"
1879,"['1878', '38171', '2005/5/2', '2005/7/27', '男', '5', '北京', '北京', 'CN', '60.0', '2014/3/31', '24', '48844', '0', '466', '17730.0', '23880.0', '41244', '54259.34', '2014/3/24', '3.0', '6105.5', '60', '8', '28.82608696', '130', '888', '3696', '2', '1.315569295', '8', '16', '19708', '29136', '466', '4584', '5050', '4162', '53894', '33298', '0.666666667', '0.333333333', '0.403480397', '0.59649913', '4']"
1883,"['1882', '2678', '2007/9/7', '2008/2/28', '男', '6', '汕头', '广东', 'CN', '46.0', '2014/3/31', '101', '60473', '0', '8765', '30046.0', '38827.0', '70218', '54199.5', '2014/3/30', '12.625', '7559.125', '52', '2', '6.77', '33', '200', '0', '1', '0.771874733', '40', '61', '26387', '34086', '8765', '200', '8965', '8765', '69438', '42851', '0.603960396', '0.396039604', '0.436336277', '0.563647187', '5']"
1938,"['1937', '36719', '2006/6/8', '2006/6/15', '男', '5', '广州', '广东', 'CN', '41.0', '2014/3/31', '43', '50794', '0', '2713', '13235.0', '40312.0', '58987', '53492.58', '2014/2/26', '5.375', '6349.25', '25', '35', '15.97619048', '88', '691', '2679', '0', '0.906853714', '12', '31', '11697', '39097', '2713', '3370', '6083', '5392', '56877', '44489', '0.720930233', '0.279069767', '0.230278571', '0.769701742', '2']"
1949,"['1948', '53951', '2006/3/26', '2006/3/26', '男', '4', '乌鲁木齐市', '新疆', 'CN', '46.0', '2014/3/31', '34', '42953', '0', '0', '25367.0', '11205.0', '71847', '53358.59', '2014/2/12', '4.25', '5369.125', '40', '49', '19.45454545', '120', '0', '0', '2', '0.742669701', '27', '7', '30930', '12023', '0', '0', '0', '0', '42953', '12023', '0.205882353', '0.794117647', '0.720072636', '0.279904083', '2']"
1990,"['1989', '49899', '2011/3/28', '2011/3/28', '男', '5', '上海', '上海', 'CN', '49.0', '2014/3/31', '62', '50933', '0', '3029', '19136.0', '29500.0', '66150', '52961.39', '2014/3/27', '7.75', '6366.625', '1', '5', '11.8852459', '66', '2505', '4175', '4', '0.800625699', '26', '36', '19081', '31852', '3029', '6680', '9709', '7204', '60642', '39056', '0.580645161', '0.419354839', '0.37462206', '0.625358307', '25']"
2020,"['2019', '47576', '2007/6/26', '2010/1/15', '男', '5', '深圳', '广东', 'CN', '46.0', '2014/3/31', '54', '44926', '0', '2077', '21399.0', '27612.0', '69123', '52629.8', '2014/3/30', '6.75', '5615.75', '0', '2', '13.75471698', '77', '0', '2500', '1', '0.761393458', '23', '31', '19529', '25397', '2077', '2500', '4577', '4577', '49503', '29974', '0.574074074', '0.425925926', '0.43468293', '0.565294812', '5']"
2064,"['2063', '58647', '2010/5/9', '2010/5/9', '男', '4', '东莞', '广东', 'CN', '37.0', '2014/3/31', '45', '47464', '0', '0', '28736.0', '17884.0', '72156', '52115.12', '2014/2/23', '5.625', '5933.0', '28', '38', '15.11363636', '79', '0', '0', '5', '0.722256223', '25', '20', '30370', '17094', '0', '0', '0', '0', '47464', '17094', '0.444444444', '0.555555556', '0.639839882', '0.36013905', '5']"
2083,"['2082', '20153', '2005/1/11', '2005/3/2', '男', '5', '广州', '', 'CN', '38.0', '2014/3/31', '42', '49613', '0', '1378', '22641.0', '26376.0', '55383', '51931.06', '2014/3/14', '5.25', '6201.625', '3', '18', '17.31707317', '92', '8800', '9624', '1', '0.937671488', '18', '24', '21767', '27846', '1378', '18424', '19802', '11002', '69415', '38848', '0.571428571', '0.428571429', '0.438726972', '0.561252872', '27']"
2136,"['2135', '5261', '2011/5/11', '2011/5/11', '男', '6', '汕头', '广东', 'CN', '45.0', '2014/3/31', '80', '48047', '0', '2889', '32879.0', '26391.0', '67870', '51289.58', '2014/3/23', '10.0', '6005.875', '0', '9', '9.139240506', '92', '0', '0', '1', '0.755703256', '43', '37', '25771', '22276', '2889', '0', '2889', '2889', '50936', '25165', '0.4625', '0.5375', '0.536359474', '0.463619714', '2']"
2144,"['2143', '59947', '2011/10/27', '2011/10/27', '女', '4', '珠海', '广东', 'CN', '33.0', '2014/3/31', '41', '40459', '0', '0', '22918.0', '20870.0', '68831', '51189.54', '2013/11/2', '5.125', '5057.375', '9', '151', '14.275', '80', '3021', '1128', '2', '0.743698915', '24', '17', '21285', '19174', '0', '4149', '4149', '1128', '44608', '20302', '0.414634146', '0.585365854', '0.526075136', '0.473900148', '20']"
2145,"['2144', '5592', '2012/4/16', '2012/4/16', '男', '4', 'EAGLE', 'IDAHO', 'US', '44.0', '2014/3/31', '6', '61442', '0', '0', '12600.0', '13368.0', '51544', '51180.64', '2013/10/26', '0.75', '7680.25', '0', '158', '111.6', '536', '0', '0', '0', '0.992950489', '2', '4', '30242', '31200', '0', '0', '0', '0', '61442', '31200', '0.666666667', '0.333333333', '0.492196019', '0.507787706', '0']"
2167,"['2166', '17940', '2006/4/12', '2006/9/29', '男', '4', '哈尔滨', '黑龙江', 'CN', '41.0', '2014/3/31', '36', '44458', '0', '0', '33148.0', '9943.0', '69635', '50903.95', '2014/3/19', '4.5', '5557.25', '52', '13', '19.02857143', '164', '540', '0', '0', '0.731010986', '27', '9', '33925', '10533', '0', '540', '540', '0', '44998', '10533', '0.25', '0.75', '0.763062597', '0.23691491', '2']"
2202,"['2201', '9910', '2006/11/27', '2007/1/19', '男', '5', '.', '北京', 'CN', '61.0', '2014/3/31', '31', '45562', '0', '0', '13179.0', '31932.0', '61901', '50518.07', '2014/3/15', '3.875', '5695.25', '13', '17', '23.36666667', '132', '1500', '0', '0', '0.816110725', '10', '21', '12272', '33290', '0', '1500', '1500', '0', '47062', '33290', '0.677419355', '0.322580645', '0.269341352', '0.730636701', '1']"
2215,"['2214', '20897', '2008/1/27', '2008/1/27', '男', '5', '许昌', '河南', 'CN', '33.0', '2014/3/31', '48', '53019', '0', '2237', '28213.0', '18182.0', '59196', '50395.89', '2014/2/27', '6.0', '6627.375', '53', '34', '13.70212766', '89', '0', '0', '6', '0.851339449', '30', '18', '32729', '20290', '2237', '0', '2237', '2237', '55256', '22527', '0.375', '0.625', '0.61729536', '0.382685779', '7']"
2244,"['2243', '4060', '2009/3/26', '2009/3/26', '男', '5', '广州', '广东', 'CN', '39.0', '2014/3/31', '45', '41792', '0', '0', '31611.0', '15911.0', '65795', '50067.07', '2014/2/28', '5.625', '5224.0', '6', '33', '15.72727273', '76', '2796', '5607', '1', '0.760955544', '29', '16', '28162', '13630', '0', '8403', '8403', '5607', '50195', '19237', '0.355555556', '0.644444444', '0.673844902', '0.32613117', '21']"
2268,"['2267', '5702', '2011/8/10', '2011/8/10', '男', '4', '鞍山市', '辽宁', 'CN', '40.0', '2014/3/31', '38', '45879', '0', '0', '26982.0', '15201.0', '61022', '49879.2', '2014/2/19', '4.75', '5734.875', '1', '42', '18.59459459', '120', '0', '0', '2', '0.817397004', '25', '13', '29861', '16018', '0', '0', '0', '0', '45879', '16018', '0.342105263', '0.657894737', '0.650850044', '0.34912816', '2']"
2278,"['2277', '8066', '2009/10/7', '2009/12/23', '男', '5', '哈市', '黑龙江', 'CN', '39.0', '2014/3/31', '44', '44910', '0', '4406', '10371.0', '28538.0', '66742', '49763.18', '2014/3/13', '5.5', '5613.75', '247', '19', '10.81395349', '66', '0', '0', '0', '0.745605166', '14', '30', '12065', '32845', '4406', '0', '4406', '4406', '49316', '37251', '0.681818182', '0.318181818', '0.268642426', '0.731335308', '1']"
2284,"['2283', '5890', '2011/10/29', '2011/10/31', '女', '4', '乌鲁木齐', '新疆', 'CN', '34.0', '2014/3/31', '20', '38876', '0', '0', '18102.0', '17396.0', '63827', '49678.1', '2014/1/8', '2.5', '4859.5', '38', '84', '32.05263158', '120', '0', '0', '2', '0.77832422', '10', '10', '19194', '19682', '0', '0', '0', '0', '38876', '19682', '0.5', '0.5', '0.493710934', '0.506263343', '2']"
2373,"['2372', '46003', '2006/11/3', '2007/4/13', '男', '6', '武汉', '湖北', 'CN', '47.0', '2014/3/31', '44', '46727', '0', '1956', '20043.0', '23665.0', '49792', '48848.89', '2014/3/9', '5.5', '5840.875', '20', '23', '16.0', '63', '0', '0', '0', '0.981059005', '22', '22', '19634', '27093', '1956', '0', '1956', '1956', '48683', '29049', '0.5', '0.5', '0.42017634', '0.57980226', '0']"
2383,"['2382', '62748', '2008/11/22', '2008/11/22', '男', '5', '松原', '吉林', 'CN', '52.0', '2014/3/31', '31', '45999', '0', '328', '32595.0', '13168.0', '36574', '48766.91', '2014/2/2', '3.875', '5749.875', '16', '59', '21.86666667', '175', '0', '0', '3', '1.333376442', '20', '11', '32595', '13404', '328', '0', '328', '328', '46327', '13732', '0.35483871', '0.64516129', '0.708586957', '0.291391304', '3']"
2386,"['2385', '53214', '2009/10/14', '2009/10/14', '男', '5', '哈尔滨', '黑龙江', 'CN', '48.0', '2014/3/31', '38', '41606', '0', '0', '20334.0', '18328.0', '67437', '48736.31', '2014/3/20', '4.75', '5200.75', '3', '12', '19.35135135', '91', '0', '0', '1', '0.722693922', '18', '20', '19417', '22189', '0', '0', '0', '0', '41606', '22189', '0.526315789', '0.473684211', '0.46667628', '0.533299685', '1']"
2387,"['2386', '11794', '2011/1/6', '2011/1/10', '男', '4', 'SYANEY', 'NSW', 'AU', '54.0', '2014/3/31', '8', '59596', '0', '0', '36952.0', '18000.0', '54277', '48730.4', '2013/11/1', '1.0', '7449.5', '26', '152', '79.0', '153', '0', '0', '2', '0.897809385', '5', '3', '40100', '19496', '0', '0', '0', '0', '59596', '19496', '0.375', '0.625', '0.67285266', '0.32713056', '2']"
2401,"['2400', '21046', '2008/5/23', '2008/12/25', '男', '5', '北京', '北京', 'CN', '62.0', '2014/3/31', '38', '47972', '0', '1175', '20375.0', '19950.0', '53752', '48640.44', '2014/3/26', '4.75', '5996.5', '54', '6', '18.13513514', '72', '0', '1500', '0', '0.904904748', '19', '19', '23939', '24033', '1175', '1500', '2675', '2675', '50647', '26708', '0.5', '0.5', '0.49900986', '0.500969295', '1']"
2404,"['2403', '57838', '2009/10/20', '2009/12/2', '男', '4', '乌鲁木齐', '新疆', 'CN', '54.0', '2014/3/31', '24', '40607', '0', '0', '18934.0', '20446.0', '60853', '48622.03', '2013/12/18', '3.0', '5075.875', '8', '105', '26.86956522', '150', '0', '3514', '1', '0.799007937', '11', '13', '21450', '19157', '0', '3514', '3514', '3514', '44121', '22671', '0.541666667', '0.458333333', '0.52822104', '0.471754334', '3']"
2417,"['2416', '58322', '2009/10/16', '2009/10/16', '女', '4', '上海', '上海', 'CN', '41.0', '2014/3/31', '56', '28289', '0', '0', '19440.0', '1957.0', '82284', '48464.88', '2014/1/12', '7.0', '3536.125', '3', '80', '11.78181818', '131', '0', '0', '1', '0.588995187', '43', '13', '21800', '6489', '0', '0', '0', '0', '28289', '6489', '0.232142857', '0.767857143', '0.770590315', '0.229374337', '1']"
2430,"['2429', '53805', '2009/1/26', '2009/6/24', '女', '5', '大连', '辽宁', 'CN', '46.0', '2014/3/31', '50', '39774', '0', '1658', '21512.0', '19807.0', '61194', '48380.63', '2014/3/27', '6.25', '4971.75', '3', '5', '14.75510204', '90', '0', '0', '0', '0.790610681', '24', '26', '18695', '21079', '1658', '0', '1658', '1658', '41432', '22737', '0.52', '0.48', '0.470018856', '0.529956003', '0']"
2436,"['2435', '48201', '2008/9/4', '2008/9/4', '男', '6', '广州', '广东', 'CN', '43.0', '2014/3/31', '69', '41741', '0', '7561', '12184.0', '38273.0', '62134', '48309.46', '2014/3/16', '8.625', '5217.625', '63', '16', '9.588235294', '125', '0', '2000', '0', '0.777504426', '12', '57', '11054', '30687', '7561', '2000', '9561', '9561', '51302', '40248', '0.826086957', '0.173913043', '0.26481721', '0.735158833', '2']"
2456,"['2455', '56211', '2005/4/6', '2005/5/14', '男', '5', '广州', '广东', 'CN', '', '2014/3/31', '47', '41622', '0', '6116', '26073.0', '17738.0', '61770', '48172.09', '2014/3/4', '5.875', '5202.75', '4', '28', '15.19565217', '64', '0', '1600', '0', '0.779862231', '27', '20', '23678', '17944', '6116', '1600', '7716', '7716', '49338', '25660', '0.425531915', '0.574468085', '0.568868174', '0.431107801', '6']"
2487,"['2486', '13859', '2010/11/14', '2010/11/26', '男', '4', '鞍山', '辽宁', 'CN', '42.0', '2014/3/31', '34', '39553', '0', '0', '22148.0', '16929.0', '60529', '47792.83', '2014/3/6', '4.25', '4944.125', '11', '26', '21.03030303', '130', '753', '1339', '2', '0.789585653', '21', '13', '21500', '18053', '0', '2092', '2092', '1339', '41645', '19392', '0.382352941', '0.617647059', '0.543560702', '0.456414016', '14']"
2497,"['2496', '47166', '2005/3/6', '2005/3/6', '男', '4', '', '', 'CN', '57.0', '2014/3/31', '43', '43190', '0', '0', '22199.0', '21317.0', '62025', '47699.19', '2014/3/17', '5.375', '5398.75', '27', '15', '16.4047619', '52', '6800', '0', '3', '0.769031681', '22', '21', '22620', '20570', '0', '6800', '6800', '0', '49990', '20570', '0.488372093', '0.511627907', '0.523720219', '0.476256628', '5']"
2521,"['2520', '24253', '2011/12/13', '2011/12/13', '男', '5', '广州', '广东', 'CN', '52.0', '2014/3/31', '46', '36406', '0', '1080', '16375.0', '25482.0', '77242', '47505.7', '2014/3/22', '5.75', '4550.75', '28', '10', '15.4', '110', '0', '0', '0', '0.61502421', '17', '29', '14720', '21686', '1080', '0', '1080', '1080', '37486', '22766', '0.630434783', '0.369565217', '0.404317851', '0.595654682', '0']"
2522,"['2521', '1644', '2012/2/15', '2012/6/30', '男', '4', 'GUYANCOURT', 'Ile-de-France', 'FR', '54.0', '2014/3/31', '8', '35166', '0', '0', '19820.0', '1410.0', '61184', '47500.4', '2013/4/25', '1.0', '4395.75', '90', '342', '42.71428571', '112', '0', '0', '0', '0.776353295', '6', '2', '34166', '1000', '0', '0', '0', '0', '35166', '1000', '0.25', '0.75', '0.971535815', '0.028435749', '0']"
2532,"['2531', '61770', '2011/6/27', '2011/7/6', '男', '4', '北京', '北京', 'CN', '37.0', '2014/3/31', '58', '44863', '0', '647', '32980.0', '9314.0', '47828', '47392.15', '2014/3/13', '7.25', '5607.875', '7', '19', '12.36842105', '114', '5600', '2400', '2', '0.990887137', '45', '13', '35699', '9164', '647', '8000', '8647', '3047', '53510', '12211', '0.224137931', '0.775862069', '0.795715942', '0.204261769', '15']"
2535,"['2534', '55057', '2006/12/1', '2010/2/24', '男', '4', '.', '北京', 'CN', '55.0', '2014/3/31', '21', '44927', '0', '876', '18195.0', '23110.0', '33750', '47349.3', '2014/2/27', '2.625', '5615.875', '42', '34', '32.75', '143', '0', '0', '2', '1.402942222', '10', '11', '17866', '27061', '876', '0', '876', '876', '45803', '27937', '0.523809524', '0.476190476', '0.397658476', '0.602319266', '2']"
2536,"['2535', '4716', '2010/9/6', '2010/9/6', '男', '4', 'MIYADA MURA', 'KAMIINA GUN', 'JP', '46.0', '2014/3/31', '17', '49878', '0', '0', '33537.0', '20600.0', '54910', '47319.5', '2013/9/2', '2.125', '6234.75', '57', '212', '28.875', '153', '0', '2347', '0', '0.861764706', '9', '8', '26406', '23472', '0', '2347', '2347', '2347', '52225', '25819', '0.470588235', '0.529411765', '0.529401151', '0.470578801', '1']"
2568,"['2567', '20533', '2007/6/21', '2007/6/21', '女', '5', '广州', '广东', 'CN', '46.0', '2014/3/31', '43', '49253', '0', '4589', '5337.0', '39298.0', '56550', '47153.05', '2014/3/24', '5.375', '6156.625', '101', '8', '14.80952381', '157', '1623', '27340', '3', '0.833829355', '8', '35', '3992', '45261', '4589', '28963', '33552', '31929', '82805', '77190', '0.813953488', '0.186046512', '0.081049255', '0.918930442', '25']"
2570,"['2569', '2405', '2008/1/8', '2010/2/25', '男', '5', '西安', '陕西', 'CN', '53.0', '2014/3/31', '19', '46208', '0', '0', '10200.0', '9180.0', '32673', '47150.69', '2014/3/5', '2.375', '5776.0', '0', '27', '39.11111111', '170', '0', '0', '3', '1.443108683', '8', '11', '19713', '26495', '0', '0', '0', '0', '46208', '26495', '0.578947368', '0.421052632', '0.426605207', '0.573373152', '3']"
2585,"['2584', '53517', '2005/9/9', '2005/9/9', '男', '5', '沈阳', '辽宁', 'CN', '56.0', '2014/3/31', '59', '41847', '0', '741', '24899.0', '21553.0', '60407', '46986.82', '2014/3/23', '7.375', '5230.875', '8', '9', '12.31034483', '85', '4567', '3419', '2', '0.777837337', '38', '21', '23974', '17873', '741', '7986', '8727', '4160', '50574', '22033', '0.355932203', '0.644067797', '0.572882814', '0.42709329', '20']"
2599,"['2598', '49945', '2011/3/3', '2011/3/3', '男', '5', '肇庆', '广东', 'CN', '43.0', '2014/3/31', '57', '41688', '0', '3805', '29616.0', '18920.0', '63566', '46893.79', '2014/3/28', '7.125', '5211.0', '4', '4', '12.91071429', '55', '4146', '19117', '4', '0.73771812', '34', '23', '24472', '17216', '3805', '23263', '27068', '22922', '68756', '40138', '0.403508772', '0.596491228', '0.587013361', '0.412962652', '39']"
2613,"['2612', '29387', '2005/12/1', '2006/9/29', '男', '6', '广州', '广东', 'CN', '57.0', '2014/3/31', '38', '40532', '0', '8116', '17726.0', '39029.0', '60295', '46777.11', '2014/3/28', '4.75', '5066.5', '39', '4', '18.59459459', '68', '505', '8037', '5', '0.77580413', '15', '23', '13233', '27299', '8116', '8542', '16658', '16153', '57190', '43452', '0.605263158', '0.394736842', '0.326474724', '0.673500604', '13']"
2622,"['2621', '30042', '2008/3/24', '2008/3/24', '男', '5', '广州', '广东', 'CN', '37.0', '2014/3/31', '44', '39272', '0', '1684', '20088.0', '24079.0', '63957', '46721.27', '2014/3/30', '5.5', '4909.0', '16', '2', '16.58139535', '50', '0', '0', '5', '0.730510656', '19', '25', '15836', '23436', '1684', '0', '1684', '1684', '40956', '25120', '0.568181818', '0.431818182', '0.403228681', '0.596745856', '5']"
2641,"['2640', '13066', '2009/2/23', '2009/2/23', '男', '4', '北京', '', 'CN', '50.0', '2014/3/31', '24', '44577', '0', '0', '23108.0', '18951.0', '50058', '46569.49', '2014/1/28', '3.0', '5572.125', '14', '64', '28.39130435', '139', '0', '0', '7', '0.93031064', '11', '13', '23846', '20731', '0', '0', '0', '0', '44577', '20731', '0.541666667', '0.458333333', '0.534927543', '0.465050025', '7']"
2652,"['2651', '45930', '2006/10/22', '2006/11/15', '女', '6', '广州', '广东', 'CN', '52.0', '2014/3/31', '67', '42867', '0', '3425', '22622.0', '26254.0', '62811', '46476.94', '2014/3/19', '8.375', '5358.375', '5', '13', '10.8030303', '45', '0', '0', '3', '0.739949054', '30', '37', '19645', '23222', '3425', '0', '3425', '3425', '46292', '26647', '0.552238806', '0.447761194', '0.458267239', '0.541709434', '6']"
2661,"['2660', '38326', '2005/11/1', '2005/12/17', '男', '6', '武汉', '湖北', 'CN', '44.0', '2014/3/31', '77', '41266', '0', '5102', '19052.0', '7831.0', '60202', '46392.02', '2014/3/30', '9.625', '5158.25', '10', '2', '9.460526316', '52', '0', '2000', '6', '0.77060596', '30', '47', '15107', '26159', '5102', '2000', '7102', '7102', '48368', '33261', '0.61038961', '0.38961039', '0.366079434', '0.633896334', '10']"
2682,"['2681', '55795', '2012/5/16', '2012/5/16', '男', '4', '广州', '广东', 'CN', '33.0', '2014/3/31', '75', '40683', '0', '375', '39697.0', '9822.0', '58836', '46218.35', '2014/1/18', '9.375', '5085.375', '0', '74', '8.27027027', '88', '1500', '0', '1', '0.785545414', '57', '18', '34116', '6567', '375', '1500', '1875', '375', '42558', '6942', '0.24', '0.76', '0.838560614', '0.161414807', '4']"
2685,"['2684', '15174', '2011/11/2', '2011/11/8', '男', '4', '广州市', '广东', 'CN', '27.0', '2014/3/31', '46', '32963', '0', '0', '19023.0', '14662.0', '91452', '46206.27', '2014/3/5', '5.75', '4120.375', '31', '27', '14.95555556', '112', '2791', '6931', '2', '0.505251607', '25', '21', '19010', '13953', '0', '9722', '9722', '6931', '42685', '20884', '0.456521739', '0.543478261', '0.576689722', '0.423279942', '17']"
2715,"['2714', '24101', '2012/1/12', '2012/2/25', '男', '6', '北京', '北京', 'CN', '47.0', '2014/3/31', '68', '44275', '0', '5652', '13175.0', '30310.0', '51779', '45970.54', '2014/3/23', '8.5', '5534.375', '57', '9', '9.925373134', '51', '0', '0', '2', '0.88782209', '15', '53', '12759', '31516', '5652', '0', '5652', '5652', '49927', '37168', '0.779411765', '0.220588235', '0.288169663', '0.711807751', '3']"
348,"['347', '8631', '2007/5/29', '2007/6/5', '男', '6', '.', '北京', 'CN', '37.0', '2014/3/31', '115', '99568', '0', '12111', '36691.0', '54489.0', '115562', '103634.43', '2014/3/25', '14.375', '12446.0', '18', '7', '6.192982456', '33', '0', '0', '2', '0.8967864', '55', '60', '43011', '56557', '12111', '0', '12111', '12111', '111679', '68668', '0.52173913', '0.47826087', '0.431971798', '0.568018158', '5']"
357,"['356', '24151', '2011/11/10', '2011/11/10', '男', '4', '.', '北京', 'CN', '41.0', '2014/3/31', '28', '101629', '0', '2478', '50685.0', '45803.0', '82659', '102404.46', '2014/1/8', '3.5', '12703.625', '38', '84', '22.55555556', '97', '1500', '3696', '0', '1.238878525', '16', '12', '57792', '43837', '2478', '5196', '7674', '6174', '109303', '50011', '0.428571429', '0.571428571', '0.568650989', '0.431339172', '2']"
371,"['370', '54913', '2006/9/18', '2007/3/4', '男', '6', '深圳', '广东', 'CN', '38.0', '2014/3/31', '34', '91914', '0', '4718', '29850.0', '57790.0', '70486', '101733.59', '2014/3/31', '4.25', '11489.25', '0', '1', '22.12121212', '98', '888', '0', '0', '1.443316261', '12', '22', '31485', '60429', '4718', '888', '5606', '4718', '97520', '65147', '0.647058824', '0.352941176', '0.342544742', '0.657444378', '2']"
432,"['431', '20962', '2007/11/17', '2007/11/17', '男', '5', '息烽', '贵州', 'CN', '37.0', '2014/3/31', '46', '85820', '0', '2950', '45100.0', '42978.0', '67761', '96616.47', '2014/3/27', '5.75', '10727.5', '8', '5', '15.95555556', '90', '0', '0', '6', '1.425841856', '28', '18', '41011', '44809', '2950', '0', '2950', '2950', '88770', '47759', '0.391304348', '0.608695652', '0.477866723', '0.522121625', '8']"
